time,Relative Humidity
yyyy-mm-dd hh:mm:ss,%
2019-06-13 00:00:00,52.77084325396825
2019-06-20 00:00:00,50.25377976190476
2019-06-27 00:00:00,47.89579365079365
2019-07-04 00:00:00,60.74682539682539
2019-07-11 00:00:00,67.86879960317461
2019-07-18 00:00:00,57.56852182539683
2019-07-25 00:00:00,60.10279761904762
2019-08-01 00:00:00,68.08977182539682
2019-08-08 00:00:00,51.94027777777778
2019-08-15 00:00:00,61.30049603174603
2019-08-22 00:00:00,53.48002976190476
2019-08-29 00:00:00,56.00938492063492
2019-09-05 00:00:00,65.16699404761904
2019-09-12 00:00:00,67.96671626984127
2019-09-19 00:00:00,68.58050595238095
2019-09-26 00:00:00,85.09169642857142
2019-10-03 00:00:00,81.71775793650794
2019-10-10 00:00:00,77.79688492063492
2019-10-17 00:00:00,80.71435515873016
2019-10-24 00:00:00,80.76280753968254
2019-10-31 00:00:00,88.88779761904762
2019-11-07 00:00:00,88.61092261904761
2019-11-14 00:00:00,86.81487103174604
2019-11-21 00:00:00,91.09135912698413
2019-11-28 00:00:00,86.88440476190476
2019-12-05 00:00:00,85.54277777777777
2019-12-12 00:00:00,83.36383928571429
2019-12-19 00:00:00,91.03763888888889
2019-12-26 00:00:00,78.58959325396826
2020-01-02 00:00:00,85.77485119047618
2020-01-09 00:00:00,80.87967261904762
2020-01-16 00:00:00,82.43560515873016
2020-01-23 00:00:00,87.61514880952382
2020-01-30 00:00:00,82.15034722222222
2020-02-06 00:00:00,74.20585317460318
2020-02-13 00:00:00,73.93810515873015
2020-02-20 00:00:00,78.18243055555556
2020-02-27 00:00:00,78.47117063492064
2020-03-05 00:00:00,80.99866071428572
2020-03-12 00:00:00,57.32980158730159
2020-03-19 00:00:00,50.84172619047619
2020-03-26 00:00:00,54.07746506986028
2020-04-02 00:00:00,46.08549603174603
2020-04-09 00:00:00,48.536676587301585
2020-04-16 00:00:00,42.53848214285714
2020-04-23 00:00:00,49.91125
2020-04-30 00:00:00,68.6524007936508
2020-05-07 00:00:00,57.47669642857143
2020-05-14 00:00:00,52.51690476190476
2020-05-21 00:00:00,58.95290674603174
2020-05-28 00:00:00,49.990674603174604
2020-06-04 00:00:00,59.44046626984127
2020-06-11 00:00:00,65.34414682539682
2020-06-18 00:00:00,62.21279761904762
2020-06-25 00:00:00,60.72553571428571
2020-07-02 00:00:00,61.87820436507936
2020-07-09 00:00:00,65.27769841269841
2020-07-16 00:00:00,62.939007936507934
2020-07-23 00:00:00,58.62517857142857
2020-07-30 00:00:00,56.034930555555555
2020-08-06 00:00:00,49.332162698412695
2020-08-13 00:00:00,54.17276785714286
2020-08-20 00:00:00,62.42079365079365
2020-08-27 00:00:00,71.96946428571428
2020-09-03 00:00:00,72.03727182539683
2020-09-10 00:00:00,62.212202380952384
2020-09-17 00:00:00,55.878125
2020-09-24 00:00:00,75.30875992063493
2020-10-01 00:00:00,79.71368055555556
2020-10-08 00:00:00,84.10275793650794
2020-10-15 00:00:00,85.89246031746032
2020-10-22 00:00:00,80.56353174603174
2020-10-29 00:00:00,84.48895833333333
2020-11-05 00:00:00,87.6711507936508
2020-11-12 00:00:00,83.56137896825396
2020-11-19 00:00:00,83.24837301587301
2020-11-26 00:00:00,87.69534722222222
2020-12-03 00:00:00,80.73591666666667
2020-12-10 00:00:00,89.90857142857143
2020-12-17 00:00:00,87.4937003968254
2020-12-24 00:00:00,82.34566468253968
2020-12-31 00:00:00,91.79919642857143
2021-01-07 00:00:00,89.13157738095238
2021-01-14 00:00:00,84.1933134920635
2021-01-21 00:00:00,82.59319444444445
2021-01-28 00:00:00,84.26075396825397
2021-02-04 00:00:00,77.37107142857143
2021-02-11 00:00:00,84.56969246031746
2021-02-18 00:00:00,72.76207341269841
2021-02-25 00:00:00,78.67598214285714
2021-03-04 00:00:00,63.54049603174603
2021-03-11 00:00:00,79.17205357142858
2021-03-18 00:00:00,68.8528869047619
2021-03-25 00:00:00,60.834540918163675
2021-04-01 00:00:00,66.31195436507936
2021-04-08 00:00:00,65.51037698412698
2021-04-15 00:00:00,66.63247023809524
2021-04-22 00:00:00,48.08291666666667
2021-04-29 00:00:00,70.25453373015873
2021-05-06 00:00:00,60.91364087301587
2021-05-13 00:00:00,72.66933531746032
2021-05-20 00:00:00,62.1878373015873
2021-05-27 00:00:00,68.0898665261679
