time,Ambient temperature
yyyy-mm-dd hh:mm:ss,°C
2019-06-06 00:00:00,21.7237996031746
2019-06-13 00:00:00,23.35593253968254
2019-06-20 00:00:00,24.13217261904762
2019-06-27 00:00:00,21.74395833333333
2019-07-04 00:00:00,16.476319444444446
2019-07-11 00:00:00,18.14029761904762
2019-07-18 00:00:00,22.869474206349206
2019-07-25 00:00:00,24.54781746031746
2019-08-01 00:00:00,20.711011904761904
2019-08-08 00:00:00,21.391478174603176
2019-08-15 00:00:00,19.622569444444444
2019-08-22 00:00:00,23.89201388888889
2019-08-29 00:00:00,22.342271825396825
2019-09-05 00:00:00,15.691309523809524
2019-09-12 00:00:00,15.015208333333334
2019-09-19 00:00:00,14.901448412698413
2019-09-26 00:00:00,14.127886904761905
2019-10-03 00:00:00,9.128263888888888
2019-10-10 00:00:00,15.407946428571428
2019-10-17 00:00:00,14.267569444444444
2019-10-24 00:00:00,10.523025793650794
2019-10-31 00:00:00,8.087559523809524
2019-11-07 00:00:00,6.052817460317461
2019-11-14 00:00:00,6.688551587301587
2019-11-21 00:00:00,6.867539682539682
2019-11-28 00:00:00,4.408065476190476
2019-12-05 00:00:00,3.7791435185185187
2019-12-12 00:00:00,5.368581349206349
2019-12-19 00:00:00,5.932410714285714
2019-12-26 00:00:00,3.2879662698412697
2020-01-02 00:00:00,3.627569444444444
2020-01-09 00:00:00,6.96
2020-01-16 00:00:00,4.550446428571429
2020-01-23 00:00:00,2.876190476190476
2020-01-30 00:00:00,7.114861111111111
2020-02-06 00:00:00,6.050763888888889
2020-02-13 00:00:00,6.859404761904762
2020-02-20 00:00:00,6.030793650793651
2020-02-27 00:00:00,5.364503968253969
2020-03-05 00:00:00,6.458958333333333
2020-03-12 00:00:00,8.537450396825397
2020-03-19 00:00:00,5.335972222222222
2020-03-26 00:00:00,5.312175648702595
2020-04-02 00:00:00,11.22250992063492
2020-04-09 00:00:00,10.89046626984127
2020-04-16 00:00:00,11.846835317460318
2020-04-23 00:00:00,14.500545634920634
2020-04-30 00:00:00,11.24655753968254
2020-05-07 00:00:00,12.685724206349207
2020-05-14 00:00:00,13.584444444444445
2020-05-21 00:00:00,15.357926587301588
2020-05-28 00:00:00,16.87561507936508
2020-06-04 00:00:00,16.52126984126984
2020-06-11 00:00:00,21.25079365079365
2020-06-18 00:00:00,19.863888888888887
2020-06-25 00:00:00,21.924295634920636
2020-07-02 00:00:00,19.01045634920635
2020-07-09 00:00:00,18.161964285714287
2020-07-16 00:00:00,19.75172619047619
2020-07-23 00:00:00,20.653164682539682
2020-07-30 00:00:00,20.36173611111111
2020-08-06 00:00:00,26.20938492063492
2020-08-13 00:00:00,23.99875992063492
2020-08-20 00:00:00,21.69611111111111
2020-08-27 00:00:00,17.123065476190476
2020-09-03 00:00:00,17.16465277777778
2020-09-10 00:00:00,19.837896825396825
2020-09-17 00:00:00,16.790744047619047
2020-09-24 00:00:00,13.884662698412699
2020-10-01 00:00:00,13.820744047619048
2020-10-08 00:00:00,10.250327380952381
2020-10-15 00:00:00,9.593948412698413
2020-10-22 00:00:00,12.618253968253969
2020-10-29 00:00:00,12.327896825396826
2020-11-05 00:00:00,7.09124007936508
2020-11-12 00:00:00,9.81266865079365
2020-11-19 00:00:00,5.067847222222222
2020-11-26 00:00:00,3.076656746031746
2020-12-03 00:00:00,4.370444444444445
2020-12-10 00:00:00,3.644513888888889
2020-12-17 00:00:00,5.562321428571429
2020-12-24 00:00:00,3.010763888888889
2020-12-31 00:00:00,1.5355853174603176
2021-01-07 00:00:00,1.202906746031746
2021-01-14 00:00:00,0.7281349206349207
2021-01-21 00:00:00,3.4874305555555556
2021-01-28 00:00:00,0.18412698412698414
2021-02-04 00:00:00,-3.706924603174603
2021-02-11 00:00:00,-2.141468253968254
2021-02-18 00:00:00,8.771140873015874
2021-02-25 00:00:00,6.723829365079365
2021-03-04 00:00:00,2.8408630952380953
2021-03-11 00:00:00,5.299990079365079
2021-03-18 00:00:00,4.544980158730159
2021-03-25 00:00:00,11.76932135728543
2021-04-01 00:00:00,5.714940476190476
2021-04-08 00:00:00,6.914543650793651
2021-04-15 00:00:00,8.947242063492064
2021-04-22 00:00:00,8.294652777777777
2021-04-29 00:00:00,9.374930555555556
2021-05-06 00:00:00,14.56625992063492
2021-05-13 00:00:00,12.85999007936508
2021-05-20 00:00:00,13.783055555555556
2021-05-27 00:00:00,12.84003524229075
